WEEK_RANK,NAME,TEAM,WEEK,RESULT,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,YEAR,SEASON_TYPE
29,A. Dalton,CIN,2,L13-9vs. HOU,22.2,-2.3,43,1.6,1.1,0.1,-1.7,0.4,32.3,2017,REGULAR
30,B. Hoyer,NE,2,L12-9at SEA,14.3,-5.1,31,-2.3,-2.8,0.0,-0.9,0.5,9.0,2017,REGULAR
31,B. Bortles,JAX,2,L37-16vs. TEN,12.5,-5.9,41,-1.4,-2.2,0.8,-0.7,0.0,11.7,2017,REGULAR
32,D. Kizer,CLE,2,L24-10at BAL,7.2,-9.7,44,-3.9,-4.3,0.7,-0.7,-0.3,4.3,2017,REGULAR
1,C. Keenum,MIN,3,W34-17vs. TB,94.6,9.2,39,9.8,8.8,0.6,0.0,0.4,96.6,2017,REGULAR
2,J. Goff,LAR,3,W41-39at SF,93.0,6.1,33,8.4,7.7,0.0,0.0,0.6,93.3,2017,REGULAR
3,D. Prescott,DAL,3,W28-17at ARI,91.5,3.4,25,5.7,2.9,2.5,-0.7,0.4,87.4,2017,REGULAR
4,J. Brissett,IND,3,W31-28vs. CLE,88.7,7.3,36,8.9,4.6,3.3,-0.9,1.0,94.7,2017,REGULAR
5,B. Bortles,JAX,3,W44-7vs. BAL,85.8,3.6,37,4.8,3.9,0.5,0.0,0.3,79.8,2017,REGULAR
6,K. Cousins,WSH,3,W27-10vs. OAK,85.2,5.3,34,6.8,7.4,-0.3,-0.7,-0.2,90.0,2017,REGULAR
7,D. Brees,NO,3,W34-13at CAR,85.1,3.4,30,5.5,5.5,0.0,-0.1,0.0,83.5,2017,REGULAR
8,T. Brady,NE,3,W36-33vs. HOU,81.4,6.6,47,10.6,10.0,0.1,-2.5,0.5,88.0,2017,REGULAR
9,C. Wentz,PHI,3,W27-24vs. NYG,79.7,5.5,45,9.5,4.7,2.8,-1.4,2.0,85.0,2017,REGULAR
10,R. Wilson,SEA,3,L33-27at TEN,78.2,4.0,57,7.7,7.1,0.9,-0.1,-0.3,73.1,2017,REGULAR
11,E. Manning,NYG,3,L27-24at PHI,75.2,2.4,53,6.9,6.2,0.0,0.0,0.7,65.5,2017,REGULAR
12,B. Hoyer,NE,3,L41-39vs. LAR,72.7,2.8,48,6.4,4.4,1.9,-2.1,0.2,69.5,2017,REGULAR
13,J. McCown,NYJ,3,W20-6vs. MIA,68.8,2.5,31,4.4,5.2,-0.6,-1.3,-0.1,75.8,2017,REGULAR
14,M. Mariota,TEN,3,W33-27vs. SEA,65.8,1.2,43,4.9,3.4,0.3,0.0,1.2,60.1,2017,REGULAR
15,C. Palmer,ARI,3,L28-17vs. DAL,61.9,3.2,63,7.5,6.7,-0.3,-1.6,1.1,67.1,2017,REGULAR
16,A. Rodgers,GB,3,W27-24vs. CIN,61.6,2.1,57,7.0,5.1,1.2,-1.9,0.8,62.9,2017,REGULAR
17,M. Stafford,DET,3,L30-26vs. ATL,61.4,2.5,52,7.1,6.4,0.6,-0.8,0.1,66.5,2017,REGULAR
18,J. Winston,TB,3,L34-17at MIN,55.9,-1.4,46,1.7,1.5,0.1,-0.8,0.1,39.7,2017,REGULAR
19,M. Ryan,ATL,3,W30-26at DET,55.2,0.0,44,3.9,3.5,0.0,-1.3,0.4,50.1,2017,REGULAR
20,T. Taylor,BUF,3,W26-16vs. DEN,54.3,0.3,35,3.4,3.0,0.4,-1.9,0.0,52.8,2017,REGULAR
21,D. Watson,HOU,3,L36-33at NE,49.2,0.4,46,4.5,4.5,-0.4,-0.7,0.5,53.4,2017,REGULAR
22,A. Dalton,CIN,3,L27-24at GB,48.2,0.6,32,3.4,4.0,-0.7,-1.9,0.2,56.5,2017,REGULAR
23,T. Siemian,DEN,3,L26-16at BUF,35.3,-2.8,51,1.7,1.2,0.5,-0.4,0.0,31.8,2017,REGULAR
24,D. Kizer,CLE,3,L31-28at IND,32.5,-2.1,59,2.3,1.0,0.5,-0.5,0.7,37.8,2017,REGULAR
25,B. Roethlisberger,PIT,3,L23-17at CHI,32.4,-2.9,46,1.3,-0.1,1.2,-1.6,0.2,28.9,2017,REGULAR
26,M. Glennon,CHI,3,W23-17vs. PIT,25.2,-2.2,30,0.6,1.2,-0.7,-1.0,0.1,26.4,2017,REGULAR
27,J. Cutler,MIA,3,L20-6at NYJ,21.8,-4.0,51,0.4,0.4,0.0,-0.9,0.0,24.8,2017,REGULAR
28,A. Smith,KC,3,W24-10at LAC,14.2,-5.1,32,-2.1,-1.8,0.2,-2.7,-0.6,9.4,2017,REGULAR
29,P. Rivers,LAC,3,L24-10vs. KC,12.3,-5.1,48,-0.6,-1.1,0.0,-0.8,0.5,18.2,2017,REGULAR
30,C. Newton,CAR,3,L34-13vs. NO,8.6,-5.5,34,-1.8,-3.2,1.6,-1.7,-0.2,9.3,2017,REGULAR
31,D. Carr,OAK,3,L27-10at WSH,5.2,-9.0,40,-3.0,-3.4,0.5,-1.2,-0.2,4.0,2017,REGULAR
32,J. Flacco,BAL,3,L44-7at JAX,1.2,-7.8,22,-3.4,-3.5,0.0,-1.0,0.2,0.7,2017,REGULAR
1,D. Watson,HOU,4,W57-14vs. TEN,98.7,13.1,44,10.9,8.7,1.3,-0.3,0.9,98.5,2017,REGULAR
2,K. Cousins,WSH,4,L29-20at KC,90.6,5.4,31,7.8,5.9,1.6,0.0,0.3,92.1,2017,REGULAR
3,A. Dalton,CIN,4,W31-7at CLE,87.6,6.7,38,6.9,5.9,1.0,-1.1,0.0,92.4,2017,REGULAR
4,C. Newton,CAR,4,W33-30at NE,87.1,6.0,41,9.7,8.0,1.4,-0.9,0.3,88.9,2017,REGULAR
5,C. Wentz,PHI,4,W26-24at LAC,85.2,3.7,39,6.9,5.5,0.9,-0.2,0.5,79.3,2017,REGULAR
6,D. Prescott,DAL,4,L35-30vs. LAR,82.7,4.4,44,8.2,6.6,1.1,-0.7,0.4,80.3,2017,REGULAR
7,T. Brady,NE,4,L33-30vs. CAR,80.8,5.6,50,9.7,8.7,0.1,-1.4,0.9,83.0,2017,REGULAR
8,R. Wilson,SEA,4,W46-18vs. IND,80.6,4.8,35,7.0,3.4,3.7,-1.5,-0.1,87.3,2017,REGULAR
9,A. Rodgers,GB,4,W35-14vs. CHI,80.1,3.4,32,4.4,4.2,0.0,-1.0,0.2,81.9,2017,REGULAR
10,E. Manning,NYG,4,L25-23at TB,78.8,6.1,57,10.9,8.6,1.5,0.0,0.9,82.0,2017,REGULAR
11,A. Smith,KC,4,W29-20vs. WSH,78.7,5.0,49,9.3,8.0,1.2,-2.2,0.1,80.7,2017,REGULAR
12,J. Winston,TB,4,W25-23vs. NYG,69.1,3.5,42,7.1,6.4,0.7,-0.6,0.0,76.4,2017,REGULAR
13,T. Taylor,BUF,4,W23-17at ATL,64.3,1.1,29,3.7,2.9,1.0,-1.3,-0.1,63.1,2017,REGULAR
14,M. Ryan,ATL,4,L23-17vs. BUF,52.1,0.7,48,5.1,3.9,0.4,-0.5,0.7,55.1,2017,REGULAR
15,D. Brees,NO,4,W20-0at MIA,51.5,1.1,48,4.8,4.3,0.6,-0.1,-0.2,57.8,2017,REGULAR
16,B. Roethlisberger,PIT,4,W26-9at BAL,49.4,-1.5,37,1.6,1.7,0.0,-0.5,-0.1,35.7,2017,REGULAR
17,P. Rivers,LAC,4,L26-24vs. PHI,49.0,-0.8,47,3.4,2.7,0.0,-0.6,0.7,44.3,2017,REGULAR
18,C. Keenum,MIN,4,L14-7vs. DET,48.3,0.0,36,3.3,2.1,0.0,-1.3,1.1,50.0,2017,REGULAR
19,J. Goff,LAR,4,W35-30at DAL,46.8,-0.5,42,3.2,2.6,0.0,-0.5,0.7,45.5,2017,REGULAR
20,J. Brissett,IND,4,L46-18at SEA,45.7,-1.9,39,1.5,0.0,1.4,-0.7,0.2,33.6,2017,REGULAR
21,D. Carr,OAK,4,L16-10at DEN,45.6,-0.8,21,1.1,1.2,0.0,-0.9,-0.1,37.5,2017,REGULAR
22,M. Stafford,DET,4,W14-7at MIN,40.4,-2.9,40,0.7,0.6,0.0,-3.2,0.1,26.1,2017,REGULAR
23,C. Palmer,ARI,4,W18-15vs. SF,38.5,-0.6,62,5.0,3.7,0.1,-2.8,1.2,46.3,2017,REGULAR
24,B. Bortles,JAX,4,L23-20at NYJ,36.1,-1.2,42,2.6,-0.8,2.3,-0.4,1.1,40.1,2017,REGULAR
25,J. McCown,NYJ,4,W23-20vs. JAX,33.5,-3.4,42,0.5,2.1,-1.6,-1.6,0.0,24.4,2017,REGULAR
26,E. Manuel,OAK,4,L16-10at DEN,31.0,-1.6,20,0.2,0.5,0.0,-0.6,-0.3,24.3,2017,REGULAR
27,B. Hoyer,NE,4,L18-15at ARI,29.7,-5.3,58,0.0,-1.3,0.8,-1.7,0.5,21.4,2017,REGULAR
28,J. Flacco,BAL,4,L26-9vs. PIT,20.3,-4.7,51,-0.1,1.1,-1.1,-1.3,0.0,21.2,2017,REGULAR
29,M. Glennon,CHI,4,L35-14at GB,16.8,-3.6,40,0.0,1.3,-1.3,-0.6,0.1,22.0,2017,REGULAR
30,T. Siemian,DEN,4,W16-10vs. OAK,14.0,-3.3,34,-0.2,0.0,-0.7,-1.5,0.5,20.2,2017,REGULAR
31,J. Cutler,MIA,4,L20-0vs. NO,12.6,-5.1,36,-1.3,-1.4,0.1,-1.7,0.1,12.1,2017,REGULAR
32,D. Kizer,CLE,4,L31-7vs. CIN,6.9,-7.7,42,-2.2,-2.2,-0.2,-0.5,0.1,7.0,2017,REGULAR
1,D. Prescott,DAL,5,L35-31vs. GB,94.9,10.5,42,13.6,7.8,5.7,0.0,0.2,97.2,2017,REGULAR
2,A. Smith,KC,5,W42-34at HOU,93.2,9.1,45,12.0,11.6,0.3,-0.3,0.1,94.6,2017,REGULAR
3,D. Watson,HOU,5,L42-34vs. KC,93.1,8.5,39,7.5,5.2,1.8,-0.8,0.5,95.6,2017,REGULAR
4,C. Wentz,PHI,5,W34-7vs. ARI,93.1,6.7,39,7.2,6.8,-0.1,-0.6,0.5,91.9,2017,REGULAR
5,C. Newton,CAR,5,W27-24at DET,90.9,6.2,42,8.4,8.8,-0.1,-1.2,-0.3,89.0,2017,REGULAR
6,J. Flacco,BAL,5,W30-17at OAK,85.5,3.8,28,5.5,5.4,0.0,0.0,0.1,87.4,2017,REGULAR
7,C. Keenum,MIN,5,W20-17at CHI,84.0,2.6,25,4.9,2.8,2.0,0.0,0.2,81.7,2017,REGULAR
8,K. Hogan,CLE,5,L17-14vs. NYJ,81.2,3.4,25,4.5,3.4,0.9,0.0,0.2,87.1,2017,REGULAR
9,A. Rodgers,GB,5,W35-31at DAL,80.2,3.8,40,7.2,5.7,1.3,-2.0,0.2,79.3,2017,REGULAR
10,E. Manuel,OAK,5,L30-17vs. BAL,75.7,1.9,32,3.7,2.3,1.5,-1.3,0.0,70.1,2017,REGULAR
11,A. Dalton,CIN,5,W20-16vs. BUF,66.4,2.3,40,5.9,4.9,0.1,-0.4,0.8,69.0,2017,REGULAR
12,B. Hoyer,NE,5,L26-23at IND,57.4,2.1,52,6.6,8.2,-2.1,-1.0,0.5,63.7,2017,REGULAR
13,C. Palmer,ARI,5,L34-7at PHI,48.9,-1.7,47,1.3,1.3,0.0,-0.9,0.0,37.5,2017,REGULAR
14,R. Wilson,SEA,5,W16-10at LAR,45.4,-2.0,46,2.1,3.0,-1.0,-1.2,0.2,35.0,2017,REGULAR
15,J. Goff,LAR,5,L16-10vs. SEA,41.8,-2.2,53,2.6,0.1,1.9,-0.8,0.6,35.9,2017,REGULAR
16,J. McCown,NYJ,5,W17-14at CLE,39.8,0.3,35,3.4,3.6,0.0,-1.2,-0.2,53.3,2017,REGULAR
17,J. Brissett,IND,5,W26-23vs. SF,38.6,-0.5,50,4.0,4.2,-0.8,-2.0,0.5,46.4,2017,REGULAR
18,B. Roethlisberger,PIT,5,L30-9vs. JAX,38.0,-4.0,61,1.3,0.8,-0.2,-0.9,0.7,28.1,2017,REGULAR
19,T. Brady,NE,5,W19-14at TB,33.9,-1.6,47,2.6,3.4,-1.1,-1.6,0.4,38.5,2017,REGULAR
20,M. Stafford,DET,5,L27-24vs. CAR,30.2,-2.2,45,1.5,0.7,0.0,-1.6,0.8,33.5,2017,REGULAR
21,E. Manning,NYG,5,L27-22vs. LAC,24.4,-4.2,45,-0.1,0.0,0.0,-3.3,-0.1,21.1,2017,REGULAR
22,T. Taylor,BUF,5,L20-16at CIN,23.8,-4.4,45,-0.3,-0.6,-0.1,-3.1,0.4,20.0,2017,REGULAR
23,P. Rivers,LAC,5,W27-22at NYG,21.6,-4.4,52,0.4,2.6,-1.9,0.0,-0.3,23.3,2017,REGULAR
24,M. Cassel,TEN,5,L16-10at MIA,19.8,-4.2,44,-0.2,0.5,0.0,-2.2,-0.7,20.7,2017,REGULAR
25,M. Trubisky,CHI,5,L20-17vs. MIN,18.3,-4.5,34,-1.4,-2.5,1.1,-0.3,0.0,13.3,2017,REGULAR
26,J. Winston,TB,5,L19-14vs. NE,15.4,-4.5,51,0.1,1.7,-1.6,-0.3,0.0,22.1,2017,REGULAR
27,J. Cutler,MIA,5,W16-10vs. TEN,12.5,-4.1,29,-1.5,-2.1,0.7,-0.7,-0.1,11.7,2017,REGULAR
28,D. Kizer,CLE,5,L17-14vs. NYJ,12.0,-2.7,25,-0.5,-0.2,-0.4,-0.4,0.2,17.6,2017,REGULAR
1,C. Palmer,ARI,6,W38-33vs. TB,94.2,6.7,28,5.8,5.0,0.0,-0.4,0.8,96.7,2017,REGULAR
2,T. Brady,NE,6,W24-17at NYJ,88.8,6.3,40,9.5,8.7,0.0,0.0,0.8,90.4,2017,REGULAR
3,K. Cousins,WSH,6,W26-24vs. SF,84.7,6.3,44,9.8,7.3,2.2,-0.3,0.3,88.4,2017,REGULAR
4,C. Wentz,PHI,6,W28-23at CAR,77.2,2.9,38,6.4,4.7,1.8,-1.2,-0.1,74.9,2017,REGULAR
5,J. Cutler,MIA,6,W20-17at ATL,74.3,2.6,36,5.2,4.3,0.0,0.0,0.9,73.3,2017,REGULAR
6,R. Fitzpatrick,TB,6,L38-33at ARI,68.5,1.0,41,1.7,1.8,0.1,-0.3,-0.2,58.4,2017,REGULAR
7,C.J. Beathard,SF,6,L26-24at WSH,67.3,1.3,40,4.2,3.8,0.4,-1.3,0.0,61.3,2017,REGULAR
8,J. McCown,NYJ,6,L24-17vs. NE,65.9,4.2,54,8.4,6.0,2.2,-1.2,0.1,75.1,2017,REGULAR
9,M. Mariota,TEN,6,W36-22vs. IND,64.9,2.9,37,6.3,5.1,0.7,-0.2,0.5,75.5,2017,REGULAR
10,P. Rivers,LAC,6,W17-16at OAK,62.5,1.8,37,5.1,5.1,0.0,-0.5,0.0,66.3,2017,REGULAR
11,J. Goff,LAR,6,W27-17at JAX,60.9,-0.5,27,1.9,1.6,0.2,-1.3,0.1,43.0,2017,REGULAR
12,C. Keenum,MIN,6,W23-10vs. GB,60.5,3.3,45,7.1,5.1,0.9,0.0,1.2,73.9,2017,REGULAR
13,M. Ryan,ATL,6,L20-17vs. MIA,56.8,1.7,39,5.0,4.6,0.0,-0.7,0.4,64.6,2017,REGULAR
14,C. Newton,CAR,6,L28-23vs. PHI,56.5,0.3,68,6.4,0.7,4.2,-0.8,1.5,51.8,2017,REGULAR
15,E. Manning,NYG,6,W23-10at DEN,52.7,-0.4,24,1.6,1.8,0.0,-1.2,-0.3,44.6,2017,REGULAR
16,J. Brissett,IND,6,L36-22at TEN,47.3,-1.4,42,2.3,2.3,0.1,-1.2,-0.1,38.7,2017,REGULAR
17,M. Trubisky,CHI,6,W27-24at BAL,46.9,-1.2,24,1.0,0.2,0.8,-1.5,0.1,33.5,2017,REGULAR
18,D. Watson,HOU,6,W33-17vs. CLE,44.7,1.7,40,3.3,3.3,-0.4,-0.2,0.3,64.7,2017,REGULAR
19,B. Roethlisberger,PIT,6,W19-13at KC,44.0,-0.1,27,2.3,2.4,0.0,-0.9,0.0,48.6,2017,REGULAR
20,D. Carr,OAK,6,L17-16vs. LAC,40.6,-1.4,35,1.8,1.4,0.0,-0.5,0.4,36.5,2017,REGULAR
21,A. Smith,KC,6,L19-13vs. PIT,38.8,-1.1,43,2.6,2.6,0.3,-0.6,-0.2,40.7,2017,REGULAR
22,D. Brees,NO,6,W52-38vs. DET,36.2,-1.2,33,1.2,1.3,0.0,0.0,-0.1,37.8,2017,REGULAR
23,T. Siemian,DEN,6,L23-10vs. NYG,28.4,-2.3,59,2.2,0.6,0.6,-1.2,1.0,36.5,2017,REGULAR
24,M. Stafford,DET,6,L52-38at NO,28.2,-5.0,63,0.4,-0.9,0.6,-1.9,0.7,24.5,2017,REGULAR
25,B. Bortles,JAX,6,L27-17vs. LAR,24.2,-3.9,42,0.0,-1.1,1.1,-2.2,0.0,21.4,2017,REGULAR
26,B. Hundley,GB,6,L23-10at MIN,19.0,-5.8,39,-1.5,-1.1,-0.4,-1.8,0.0,10.9,2017,REGULAR
27,J. Flacco,BAL,6,L27-24vs. CHI,16.1,-5.4,50,-0.8,0.8,-1.0,-1.2,-0.6,17.7,2017,REGULAR
28,K. Hogan,CLE,6,L33-17at HOU,8.2,-7.7,50,-1.8,-3.0,1.3,-1.0,-0.1,10.1,2017,REGULAR
1,B. Bortles,JAX,7,W27-0at IND,95.5,7.2,31,6.7,6.5,0.2,0.0,0.0,96.4,2017,REGULAR
2,C. Wentz,PHI,7,W34-24vs. WSH,94.7,7.8,38,10.7,7.4,3.4,-1.7,-0.1,94.8,2017,REGULAR
3,R. Wilson,SEA,7,W24-7at NYG,89.0,7.3,47,10.7,10.1,0.4,-0.6,0.2,89.9,2017,REGULAR
4,J. Winston,TB,7,L30-27at BUF,87.8,6.4,48,10.4,10.5,0.0,-0.7,-0.1,86.8,2017,REGULAR
5,A. Smith,KC,7,L31-30at OAK,84.4,5.2,38,8.6,8.4,0.0,-0.6,0.2,87.4,2017,REGULAR
6,B. Roethlisberger,PIT,7,W29-14vs. CIN,82.9,3.3,29,5.5,4.2,0.0,0.0,1.3,83.6,2017,REGULAR
7,D. Prescott,DAL,7,W40-10at SF,81.4,3.5,33,4.4,2.8,0.9,0.0,0.6,82.0,2017,REGULAR
8,K. Cousins,WSH,7,L34-24at PHI,81.0,3.3,47,5.5,4.0,1.3,-1.8,0.1,72.7,2017,REGULAR
9,D. Carr,OAK,7,W31-30vs. KC,80.4,7.6,57,12.6,11.2,0.4,0.0,1.1,86.7,2017,REGULAR
10,C. Keenum,MIN,7,W24-16vs. BAL,78.1,2.3,33,4.9,4.3,0.7,0.0,0.0,72.9,2017,REGULAR
11,J. Goff,LAR,7,W33-0vs. ARI,74.7,2.6,47,4.7,2.6,1.7,-0.1,0.4,68.6,2017,REGULAR
12,B. Hundley,GB,7,L26-17vs. NO,67.5,1.9,33,4.6,-0.6,4.4,-0.5,0.8,69.4,2017,REGULAR
13,T. Taylor,BUF,7,W30-27vs. TB,65.9,3.3,41,7.0,3.4,3.7,-0.4,-0.1,75.6,2017,REGULAR
14,T. Brady,NE,7,W23-7vs. ATL,65.7,2.4,39,4.6,4.1,0.5,-0.6,0.0,70.6,2017,REGULAR
15,D. Brees,NO,7,W26-17at GB,62.7,2.6,43,6.3,5.9,0.4,-0.4,0.0,70.1,2017,REGULAR
16,M. Moore,MIA,7,W31-28vs. NYJ,60.4,1.5,24,3.4,3.3,0.0,-0.4,0.2,70.4,2017,REGULAR
17,J. Cutler,MIA,7,W31-28vs. NYJ,56.4,1.0,21,2.9,2.0,0.0,-0.4,0.9,66.9,2017,REGULAR
18,M. Ryan,ATL,7,L23-7at NE,53.7,0.8,37,2.8,-0.5,3.3,-0.5,0.0,57.8,2017,REGULAR
19,M. Mariota,TEN,7,W12-9at CLE,51.0,1.7,41,5.4,3.1,1.2,-0.5,1.1,64.2,2017,REGULAR
20,J. McCown,NYJ,7,L31-28at MIA,42.5,-0.6,34,2.3,2.2,0.3,-1.8,-0.1,43.8,2017,REGULAR
21,C. Palmer,ARI,7,L33-0at LAR,41.2,-1.0,21,0.9,1.1,0.0,-0.7,-0.2,34.2,2017,REGULAR
22,P. Rivers,LAC,7,W21-0vs. DEN,33.3,-1.9,36,1.1,1.2,0.0,-0.7,-0.1,31.9,2017,REGULAR
23,T. Siemian,DEN,7,L21-0at LAC,30.6,-4.0,44,0.0,-0.6,0.8,-1.1,-0.1,21.7,2017,REGULAR
24,J. Flacco,BAL,7,L24-16at MIN,28.8,-5.1,46,-0.6,-0.6,0.0,-2.5,0.0,17.2,2017,REGULAR
25,C. Newton,CAR,7,L17-3at CHI,25.4,-4.4,50,0.1,1.3,-0.7,-1.6,-0.5,22.4,2017,REGULAR
26,D. Kizer,CLE,7,L12-9vs. TEN,22.3,-2.2,23,-0.1,0.0,0.0,0.0,-0.1,21.0,2017,REGULAR
27,E. Manning,NYG,7,L24-7vs. SEA,21.7,-5.0,46,-0.6,-0.7,0.0,-0.4,0.1,17.8,2017,REGULAR
28,J. Brissett,IND,7,L27-0vs. JAX,21.6,-6.5,53,-0.7,-0.8,0.1,-1.8,-0.1,15.0,2017,REGULAR
29,C.J. Beathard,SF,7,L40-10vs. DAL,20.4,-3.9,49,0.3,-0.6,0.9,-1.7,0.0,24.3,2017,REGULAR
30,A. Dalton,CIN,7,L29-14at PIT,19.3,-4.3,37,-0.8,-0.6,-0.6,-1.5,0.3,16.0,2017,REGULAR
31,C. Kessler,CLE,7,L12-9vs. TEN,13.0,-3.1,22,-1.1,-1.2,0.0,-1.0,0.2,12.2,2017,REGULAR
1,D. Watson,HOU,8,L41-38at SEA,87.1,4.3,44,8.0,4.4,3.1,-1.8,0.6,80.0,2017,REGULAR
2,R. Wilson,SEA,8,W41-38vs. HOU,82.2,7.1,49,11.5,8.8,2.5,-1.2,0.2,88.6,2017,REGULAR
3,B. Roethlisberger,PIT,8,W20-15at DET,68.0,1.3,33,4.2,4.0,0.0,0.0,0.2,63.3,2017,REGULAR
4,T. Brady,NE,8,W21-13vs. LAC,67.4,2.0,54,6.5,5.9,0.0,-1.1,0.6,63.0,2017,REGULAR
5,J. McCown,NYJ,8,L25-20vs. ATL,64.4,2.4,38,5.1,4.6,0.0,-1.7,0.5,70.7,2017,REGULAR
6,M. Stafford,DET,8,L20-15vs. PIT,61.7,1.9,51,6.6,5.1,1.5,-1.9,0.0,63.0,2017,REGULAR
7,D. Carr,OAK,8,L34-14at BUF,57.9,0.6,51,3.7,3.2,0.0,0.0,0.5,54.0,2017,REGULAR
8,C. Keenum,MIN,8,W33-16at CLE,57.7,3.4,49,7.4,5.8,0.0,-0.2,1.6,73.0,2017,REGULAR
9,T. Taylor,BUF,8,W34-14vs. OAK,56.5,1.6,33,4.2,4.8,-0.3,0.0,-0.3,66.9,2017,REGULAR
10,A. Dalton,CIN,8,W24-23vs. IND,55.9,1.9,36,5.2,4.0,0.9,-1.5,0.3,67.8,2017,REGULAR
11,D. Brees,NO,8,W20-12vs. CHI,54.3,0.6,32,3.3,4.1,-0.7,-1.1,-0.1,57.1,2017,REGULAR
12,M. Ryan,ATL,8,W25-20at NYJ,53.4,0.9,37,4.3,7.4,-3.4,-0.2,0.3,58.6,2017,REGULAR
13,M. Trubisky,CHI,8,L20-12at NO,51.2,-0.4,40,3.0,1.1,1.8,-1.0,0.1,46.4,2017,REGULAR
14,P. Rivers,LAC,8,L21-13at NE,49.3,0.3,34,2.9,2.5,0.0,-0.9,0.4,53.5,2017,REGULAR
15,D. Kizer,CLE,8,L33-16vs. MIN,49.3,-1.6,42,1.6,-0.3,1.9,-0.6,0.0,36.7,2017,REGULAR
16,D. Prescott,DAL,8,W33-19at WSH,48.1,-0.7,30,1.9,1.9,-0.1,-0.7,0.1,41.7,2017,REGULAR
17,K. Cousins,WSH,8,L33-19vs. DAL,47.5,0.5,45,3.9,3.4,0.0,-1.8,0.5,53.7,2017,REGULAR
18,C. Wentz,PHI,8,W33-10vs. SF,45.5,0.4,41,3.3,3.3,-0.8,-1.3,0.7,53.4,2017,REGULAR
19,A. Smith,KC,8,W29-19vs. DEN,44.6,-0.8,41,2.4,0.5,1.7,-0.2,0.2,43.2,2017,REGULAR
20,C. Newton,CAR,8,W17-3at TB,29.3,-2.0,41,1.6,1.1,0.5,0.0,0.0,33.6,2017,REGULAR
21,M. Moore,MIA,8,L40-0at BAL,23.1,-6.1,49,-1.0,-0.9,0.0,-0.9,-0.1,14.6,2017,REGULAR
22,J. Brissett,IND,8,L24-23at CIN,20.9,-5.2,47,-0.9,-0.1,-0.5,-1.8,-0.3,17.4,2017,REGULAR
23,C.J. Beathard,SF,8,L33-10at PHI,9.7,-9.1,48,-3.1,-4.0,0.7,-1.0,0.1,6.3,2017,REGULAR
24,J. Winston,TB,8,L17-3vs. CAR,7.4,-7.9,47,-3.2,-3.1,0.0,-1.4,0.0,8.5,2017,REGULAR
25,T. Siemian,DEN,8,L29-19at KC,5.6,-8.0,43,-2.7,-3.3,0.2,-0.9,0.4,6.7,2017,REGULAR
1,J. Goff,LAR,9,W51-17at NYG,95.3,5.2,24,5.7,5.3,0.0,0.0,0.4,95.7,2017,REGULAR
2,D. Prescott,DAL,9,W28-17vs. KC,94.2,8.9,39,12.0,5.6,5.9,-0.2,0.6,96.2,2017,REGULAR
3,M. Stafford,DET,9,W30-17at GB,93.3,7.5,36,8.4,8.5,-0.3,-0.4,0.1,95.1,2017,REGULAR
4,J. McCown,NYJ,9,W34-21vs. BUF,87.6,3.8,26,5.8,3.1,2.9,-0.1,-0.2,88.9,2017,REGULAR
5,B. Bortles,JAX,9,W23-7vs. CIN,85.4,5.8,45,8.3,7.9,0.1,0.0,0.3,86.0,2017,REGULAR
6,C. Wentz,PHI,9,W51-23vs. DEN,85.1,4.0,34,4.8,4.5,0.0,-0.1,0.4,84.4,2017,REGULAR
7,D. Brees,NO,9,W30-10vs. TB,79.5,3.8,29,5.0,4.8,0.2,-0.3,0.0,86.2,2017,REGULAR
8,C. Newton,CAR,9,W20-17vs. ATL,77.4,3.7,36,6.7,-0.1,6.5,-0.5,0.3,81.1,2017,REGULAR
9,D. Stanton,ARI,9,W20-10at SF,68.8,1.9,33,4.6,4.1,0.2,0.0,0.3,69.7,2017,REGULAR
10,J. Flacco,BAL,9,L23-20at TEN,67.5,1.5,56,5.6,5.6,0.4,-0.6,-0.4,59.3,2017,REGULAR
11,J. Brissett,IND,9,W20-14at HOU,66.0,2.4,37,5.4,3.5,0.7,-1.0,1.2,71.1,2017,REGULAR
12,D. Carr,OAK,9,W27-24at MIA,63.8,1.6,36,4.7,6.6,-2.2,-0.6,0.4,65.0,2017,REGULAR
13,M. Mariota,TEN,9,W23-20vs. BAL,62.6,0.5,32,3.4,3.1,0.2,-1.4,0.0,55.8,2017,REGULAR
14,R. Fitzpatrick,TB,9,L30-10at NO,60.7,0.4,21,0.7,-0.2,0.8,-0.2,0.0,56.1,2017,REGULAR
15,J. Cutler,MIA,9,L27-24vs. OAK,58.0,2.6,46,5.8,5.7,0.0,-0.3,0.1,69.2,2017,REGULAR
16,A. Dalton,CIN,9,L23-7at JAX,54.5,-0.8,22,1.0,1.5,-0.5,-0.7,-0.1,36.8,2017,REGULAR
17,B. Hundley,GB,9,L30-17vs. DET,53.5,0.7,46,3.5,3.0,0.5,-0.5,0.0,55.2,2017,REGULAR
18,T. Taylor,BUF,9,L34-21at NYJ,53.1,1.2,59,4.3,4.4,-0.4,-2.2,0.2,57.2,2017,REGULAR
19,E. Manning,NYG,9,L51-17vs. LAR,52.4,-0.2,40,2.4,2.5,0.0,-0.7,0.0,48.5,2017,REGULAR
20,M. Ryan,ATL,9,L20-17at CAR,49.3,-0.5,42,3.0,2.9,0.0,-1.1,0.1,46.2,2017,REGULAR
