WEEK_RANK,NAME,TEAM,WEEK,RESULT,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,YEAR,SEASON_TYPE
29,J. Clausen,CAR,16,L27-3at PIT,8.8,-5.7,30,-2.3,-3.6,0.0,-1.7,-0.3,6.3,2010,REGULAR
30,C. Whitehurst,SEA,16,L38-15at TB,4.9,-5.5,24,-2.0,-2.2,-0.8,-1.0,0.0,3.7,2010,REGULAR
31,R. Fitzpatrick,BUF,16,L34-3vs. NE,4.4,-9.8,45,-3.6,-3.6,-0.3,-0.4,-0.2,4.3,2010,REGULAR
1,B. Roethlisberger,PIT,17,W41-9at CLE,98.9,9.0,28,5.8,4.6,0.9,0.0,0.2,98.9,2010,REGULAR
2,M. Schaub,HOU,17,W34-17vs. JAX,90.5,5.2,24,6.6,6.4,0.0,0.0,0.1,95.6,2010,REGULAR
3,J. Freeman,TB,17,W23-13at NO,85.5,3.9,32,6.4,5.1,0.1,-1.4,-0.2,84.9,2010,REGULAR
4,J. Campbell,OAK,17,W31-10at KC,83.0,2.8,33,5.3,3.1,1.2,-1.5,-0.4,77.2,2010,REGULAR
5,E. Manning,NYG,17,W17-14at WSH,79.0,2.7,31,4.9,2.8,2.0,0.0,0.2,77.5,2010,REGULAR
6,S. Hill,DET,17,W20-13vs. MIN,76.0,4.5,45,7.9,6.5,0.8,-0.5,0.1,80.4,2010,REGULAR
7,K. Collins,TEN,17,L23-20at IND,74.4,2.9,43,6.3,6.6,-0.7,-0.5,-0.1,71.9,2010,REGULAR
8,A. Smith,SF,17,W38-7vs. ARI,68.4,2.0,36,3.7,2.6,0.0,-1.0,0.1,68.8,2010,REGULAR
9,M. Ryan,ATL,17,W31-10vs. CAR,67.4,2.6,41,4.5,4.0,-0.2,-0.3,0.4,71.1,2010,REGULAR
10,P. Manning,IND,17,W23-20vs. TEN,67.0,3.3,48,7.1,6.2,0.0,-0.4,0.5,72.4,2010,REGULAR
11,T. Thigpen,MIA,17,L38-7at NE,66.3,0.7,27,1.3,0.4,0.3,-0.4,0.2,59.2,2010,REGULAR
12,C. Palmer,CIN,17,L13-7at BAL,63.6,1.1,48,4.8,6.3,-1.3,0.0,-0.1,58.2,2010,REGULAR
13,R. Grossman,WSH,17,L17-14vs. NYG,55.4,-0.3,51,3.6,1.9,-0.2,-1.7,0.3,47.6,2010,REGULAR
14,T. Tebow,DEN,17,L33-28vs. SD,54.8,0.5,52,3.0,-1.7,4.3,-0.6,-0.2,53.1,2010,REGULAR
15,S. McGee,DAL,17,W14-13at PHI,54.3,0.5,38,3.3,-0.1,2.9,-0.8,-0.4,55.0,2010,REGULAR
16,C. Whitehurst,SEA,17,W16-6vs. STL,45.2,-0.9,44,2.5,1.8,0.5,0.0,0.3,42.5,2010,REGULAR
17,D. Brees,NO,17,L23-13vs. TB,44.4,-0.8,44,2.7,1.2,0.0,-1.3,0.2,43.6,2010,REGULAR
18,T. Edwards,JAX,17,L34-17at HOU,43.1,0.7,33,2.5,-1.1,1.9,-1.0,0.7,57.9,2010,REGULAR
19,C. McCoy,CLE,17,L41-9vs. PIT,41.5,-1.6,52,1.3,-0.3,0.9,-0.9,-0.1,39.5,2010,REGULAR
20,P. Rivers,SD,17,W33-28at DEN,37.7,-0.8,43,2.4,1.2,-0.4,-2.0,-0.4,43.4,2010,REGULAR
21,J. Webb,MIN,17,L20-13at DET,29.9,-2.4,42,0.8,-0.9,0.6,-0.8,0.2,30.6,2010,REGULAR
22,R. Bartel,ARI,17,L38-7at SF,29.2,-2.4,32,0.0,-0.2,0.0,-0.1,0.1,25.3,2010,REGULAR
23,B. Brohm,BUF,17,L38-7at NYJ,24.4,-2.8,28,-0.5,-0.9,0.0,-0.6,-0.2,19.2,2010,REGULAR
24,J. Clausen,CAR,17,L31-10at ATL,22.5,-3.3,38,-0.2,-1.5,0.0,-1.1,0.2,22.4,2010,REGULAR
25,J. Cutler,CHI,17,L10-3at GB,21.2,-6.7,48,-2.8,-6.3,0.2,-3.5,-0.2,12.2,2010,REGULAR
26,J. Flacco,BAL,17,W13-7vs. CIN,17.1,-2.8,28,-0.6,-2.1,-0.7,-1.9,0.3,19.4,2010,REGULAR
27,A. Rodgers,GB,17,W10-3vs. CHI,16.3,-5.3,42,-2.0,1.2,-4.5,-1.0,0.4,14.2,2010,REGULAR
28,J. Skelton,ARI,17,L38-7at SF,16.2,-4.3,33,-1.4,-2.8,-0.3,-1.9,-0.2,13.8,2010,REGULAR
29,K. Kolb,PHI,17,L14-13vs. DAL,15.2,-4.7,46,-0.9,-2.5,-0.5,-1.9,0.3,19.3,2010,REGULAR
30,S. Bradford,STL,17,L16-6at SEA,13.7,-6.0,42,-2.3,-2.5,0.0,-0.3,0.0,11.8,2010,REGULAR
31,M. Cassel,KC,17,L31-10vs. OAK,9.4,-5.7,41,-2.0,-4.1,0.0,-2.1,0.1,12.3,2010,REGULAR
1,A. Rodgers,GB,1,W42-34vs. NO,89.1,6.8,43,9.2,9.2,-0.7,-0.7,0.0,90.2,2011,REGULAR
2,M. Vick,PHI,1,W31-13at STL,88.5,5.7,45,8.4,1.8,5.2,-1.5,-0.2,85.8,2011,REGULAR
3,A. Smith,SF,1,W33-17vs. SEA,85.0,3.9,29,5.8,2.0,3.3,0.0,0.5,86.8,2011,REGULAR
4,T. Brady,NE,1,W38-24at MIA,84.6,6.1,58,9.4,9.4,0.1,-0.1,-0.1,81.6,2011,REGULAR
5,R. Fitzpatrick,BUF,1,W41-7at KC,83.7,2.6,32,3.6,3.7,-0.4,-0.5,-0.3,75.8,2011,REGULAR
6,R. Grossman,WSH,1,W28-14vs. NYG,82.0,5.3,39,8.1,5.8,0.0,-2.5,-0.2,87.3,2011,REGULAR
7,J. Flacco,BAL,1,W35-7vs. PIT,81.9,3.6,32,4.4,4.4,0.0,-0.1,-0.2,82.8,2011,REGULAR
8,D. Brees,NO,1,L42-34at GB,81.2,5.2,54,7.2,5.5,0.0,-1.5,0.2,79.5,2011,REGULAR
9,M. Stafford,DET,1,W27-20at TB,74.0,3.2,38,5.9,5.8,0.0,0.0,0.1,77.0,2011,REGULAR
10,C. Henne,MIA,1,L38-24vs. NE,73.3,5.4,61,7.2,4.7,1.4,-1.4,-0.2,77.9,2011,REGULAR
11,C. Newton,CAR,1,L28-21at ARI,68.2,2.0,53,6.1,6.3,-1.8,-2.2,-0.6,63.0,2011,REGULAR
12,T. Romo,DAL,1,L27-24at NYJ,68.0,1.7,46,4.9,3.4,0.2,-1.8,-0.5,63.1,2011,REGULAR
13,M. Schaub,HOU,1,W34-7vs. IND,58.9,1.5,28,2.1,2.1,0.0,-0.1,0.0,68.3,2011,REGULAR
14,J. Cutler,CHI,1,W30-12vs. ATL,58.1,1.8,40,3.7,1.9,0.0,-1.5,0.3,65.2,2011,REGULAR
15,M. Hasselbeck,TEN,1,L16-14at JAX,54.5,0.2,40,3.2,1.4,0.4,-0.9,0.6,51.9,2011,REGULAR
16,M. Sanchez,NYJ,1,W27-24vs. DAL,51.4,1.1,50,4.9,5.5,-2.1,-1.3,0.2,57.5,2011,REGULAR
17,J. Freeman,TB,1,L27-20vs. DET,50.4,0.6,49,3.3,2.1,0.2,-0.8,0.2,54.2,2011,REGULAR
18,A. Dalton,CIN,1,W27-17at CLE,47.1,-0.5,21,1.1,-0.2,0.0,-0.9,0.4,42.0,2011,REGULAR
19,L. McCown,JAX,1,W16-14vs. TEN,44.8,-0.3,30,2.0,1.0,-0.1,-1.0,0.0,46.3,2011,REGULAR
20,K. Kolb,ARI,1,W28-21vs. CAR,44.1,0.0,33,2.6,3.4,-1.7,-0.8,0.0,50.5,2011,REGULAR
21,P. Rivers,SD,1,W24-17vs. MIN,43.9,0.7,56,4.5,3.0,0.0,-1.0,0.5,54.4,2011,REGULAR
22,C. McCoy,CLE,1,L27-17vs. CIN,42.3,-1.1,49,2.5,0.2,1.2,-1.1,0.1,41.9,2011,REGULAR
23,J. Campbell,OAK,1,W23-20at DEN,41.1,-1.3,33,1.3,-0.4,1.6,-0.4,-0.3,36.5,2011,REGULAR
24,M. Ryan,ATL,1,L30-12at CHI,41.0,-2.8,57,1.0,-0.2,-0.2,-1.5,-0.1,33.2,2011,REGULAR
25,E. Manning,NYG,1,L28-14at WSH,37.8,-1.4,39,1.3,0.5,0.0,-1.1,-0.2,37.3,2011,REGULAR
26,T. Jackson,SEA,1,L33-17at SF,37.4,-2.8,47,0.7,-0.9,-0.2,-2.1,-0.2,30.4,2011,REGULAR
27,K. Orton,KC,1,L23-20vs. OAK,34.8,-1.9,60,2.7,-1.3,1.6,-2.2,0.2,39.1,2011,REGULAR
28,B. Roethlisberger,PIT,1,L35-7at BAL,33.7,-4.4,49,-0.3,-1.1,0.4,-0.8,-0.3,22.0,2011,REGULAR
29,D. McNabb,MIN,1,L24-17at SD,32.2,-0.5,21,1.0,-2.3,2.5,-0.8,0.1,42.1,2011,REGULAR
30,S. Bradford,STL,1,L31-13vs. PHI,30.3,-2.3,37,0.6,0.7,-2.3,-1.6,0.6,29.3,2011,REGULAR
31,M. Cassel,KC,1,L41-7vs. BUF,12.0,-4.5,39,-0.9,-2.2,0.0,-1.1,0.2,16.3,2011,REGULAR
32,K. Collins,IND,1,L34-7at HOU,1.8,-12.1,39,-3.6,-3.2,-1.5,-1.2,-0.1,1.2,2011,REGULAR
1,J. Campbell,OAK,2,L38-35at BUF,92.3,6.7,37,8.9,8.5,0.3,0.0,0.1,92.8,2011,REGULAR
2,T. Romo,DAL,2,W27-24at SF,91.4,5.1,35,7.4,6.9,0.0,-0.3,0.1,88.6,2011,REGULAR
3,B. Roethlisberger,PIT,2,W24-0vs. SEA,87.4,4.9,35,5.1,3.6,-0.4,-0.9,0.9,87.9,2011,REGULAR
4,M. Sanchez,NYJ,2,W32-3vs. JAX,87.1,4.3,29,5.6,2.9,2.6,-0.2,-0.1,88.9,2011,REGULAR
5,T. Brady,NE,2,W35-21vs. SD,86.1,8.2,46,11.1,10.5,-0.1,-0.9,-0.1,92.6,2011,REGULAR
6,D. Brees,NO,2,W30-13vs. CHI,84.1,5.0,44,7.3,7.3,-0.1,-0.5,-0.4,83.3,2011,REGULAR
7,R. Fitzpatrick,BUF,2,W38-35vs. OAK,83.0,6.5,52,10.0,8.5,0.6,0.0,0.8,85.5,2011,REGULAR
8,M. Hasselbeck,TEN,2,W26-13vs. BAL,81.3,3.5,43,6.4,6.5,0.0,0.0,-0.1,76.1,2011,REGULAR
9,M. Ryan,ATL,2,W35-31vs. PHI,78.2,2.9,33,5.4,3.6,-0.3,-2.1,0.0,77.4,2011,REGULAR
10,C. McCoy,CLE,2,W27-19at IND,75.5,3.5,39,6.5,3.2,2.1,-1.0,0.3,77.8,2011,REGULAR
11,P. Rivers,SD,2,L35-21at NE,72.5,3.3,49,6.0,6.5,-1.1,-0.3,0.3,72.0,2011,REGULAR
12,M. Schaub,HOU,2,W23-13at MIA,71.4,1.7,34,4.2,3.3,-0.2,-1.2,-0.1,66.7,2011,REGULAR
13,M. Stafford,DET,2,W48-3vs. KC,71.2,2.0,41,3.8,4.2,-0.2,0.0,-0.1,66.6,2011,REGULAR
14,K. Orton,KC,2,W24-22vs. CIN,65.7,1.3,30,3.7,3.4,0.0,-0.3,0.0,65.4,2011,REGULAR
15,E. Manning,NYG,2,W28-16vs. STL,59.2,1.1,38,3.6,2.3,-0.7,-1.3,0.7,60.1,2011,REGULAR
16,S. Bradford,STL,2,L28-16at NYG,58.0,1.7,52,4.4,4.7,-0.6,-0.5,-0.1,61.2,2011,REGULAR
17,C. Henne,MIA,2,L23-13vs. HOU,56.6,0.4,37,2.9,1.0,0.6,-0.7,0.7,53.9,2011,REGULAR
18,J. Freeman,TB,2,W24-20at MIN,56.4,1.1,40,3.9,1.3,1.3,-1.1,0.2,59.9,2011,REGULAR
19,A. Dalton,CIN,2,L24-22at DEN,55.8,0.1,49,3.8,3.0,-0.7,-0.8,0.6,50.9,2011,REGULAR
20,A. Rodgers,GB,2,W30-23at CAR,55.5,0.5,39,3.5,3.8,-0.5,-0.6,-0.4,54.9,2011,REGULAR
21,M. Cassel,KC,2,L48-3at DET,51.7,-0.1,25,1.3,1.2,0.0,-0.1,-0.1,48.6,2011,REGULAR
22,J. Cutler,CHI,2,L30-13at NO,50.8,-0.5,57,2.9,0.8,0.8,-1.4,0.0,46.8,2011,REGULAR
23,D. McNabb,MIN,2,L24-20vs. TB,49.0,0.9,39,3.6,1.7,0.6,-0.9,0.4,58.4,2011,REGULAR
24,R. Grossman,WSH,2,W22-21vs. ARI,45.3,-0.5,49,3.4,2.2,0.0,-0.5,0.7,46.5,2011,REGULAR
25,M. Vick,PHI,2,L35-31at ATL,37.4,-1.3,37,1.6,4.2,-2.9,0.0,0.3,38.0,2011,REGULAR
26,K. Kolb,ARI,2,L22-21at WSH,31.3,-2.0,35,0.8,0.0,0.0,-1.1,-0.3,30.9,2011,REGULAR
27,T. Jackson,SEA,2,L24-0at PIT,30.6,-2.8,39,0.1,-0.1,-0.4,-0.8,-0.1,26.3,2011,REGULAR
28,J. Flacco,BAL,2,L26-13at TEN,28.6,-3.0,38,0.0,0.1,0.0,-0.3,-0.4,24.3,2011,REGULAR
29,A. Smith,SF,2,L27-24vs. DAL,27.2,-1.9,36,1.0,-2.0,-0.5,-3.0,0.5,32.5,2011,REGULAR
30,C. Newton,CAR,2,L30-23vs. GB,25.2,-3.9,60,0.7,-2.5,0.6,-2.6,0.0,28.5,2011,REGULAR
31,K. Collins,IND,2,L27-19vs. CLE,22.6,-3.4,41,-0.1,-1.8,0.0,-1.0,0.7,23.8,2011,REGULAR
32,L. McCown,JAX,2,L32-3at NYJ,2.0,-6.4,22,-4.1,-5.0,0.0,-0.8,0.2,1.6,2011,REGULAR
1,M. Hasselbeck,TEN,3,W17-14vs. DEN,86.1,5.3,39,8.3,7.4,0.0,-1.1,-0.2,87.1,2011,REGULAR
2,E. Manning,NYG,3,W29-16at PHI,83.6,2.5,27,4.4,2.6,0.0,-1.6,0.2,78.6,2011,REGULAR
3,D. Brees,NO,3,W40-33vs. HOU,80.3,4.8,52,8.8,8.1,-0.2,-0.9,0.0,78.5,2011,REGULAR
4,M. Cassel,KC,3,L20-17at SD,78.7,3.3,27,4.7,4.3,0.0,-0.6,-0.1,84.9,2011,REGULAR
5,A. Rodgers,GB,3,W27-17at CHI,75.2,2.8,51,6.0,5.5,0.0,-0.5,0.0,68.5,2011,REGULAR
6,M. Schaub,HOU,3,L40-33at NO,74.6,2.8,43,5.9,5.3,0.0,-0.5,0.1,71.4,2011,REGULAR
7,B. Roethlisberger,PIT,3,W23-20at IND,71.3,3.4,46,6.9,4.4,0.7,-1.6,0.1,73.8,2011,REGULAR
8,K. Orton,KC,3,L17-14at TEN,68.5,1.7,44,5.2,4.3,0.0,-0.2,0.8,63.7,2011,REGULAR
9,R. Fitzpatrick,BUF,3,W34-31vs. NE,66.2,2.7,42,5.4,4.7,0.0,0.0,0.7,71.6,2011,REGULAR
10,D. McNabb,MIN,3,L26-23vs. DET,63.8,2.2,43,5.2,2.3,1.3,-1.7,-0.1,67.2,2011,REGULAR
11,J. Freeman,TB,3,W16-13vs. ATL,63.3,2.5,42,5.5,1.0,3.6,0.0,0.9,70.0,2011,REGULAR
12,C. Henne,MIA,3,L17-16at CLE,61.8,0.8,40,3.9,-0.3,2.0,-2.4,-0.2,56.8,2011,REGULAR
13,C. McCoy,CLE,3,W17-16vs. MIA,58.1,1.2,43,4.5,4.2,0.0,0.0,0.4,59.5,2011,REGULAR
14,T. Brady,NE,3,L34-31at BUF,56.2,1.1,48,4.5,4.5,0.2,0.0,-0.3,58.1,2011,REGULAR
15,P. Rivers,SD,3,W20-17vs. KC,55.7,0.0,43,3.0,2.7,-0.5,-0.7,0.1,50.1,2011,REGULAR
16,M. Stafford,DET,3,W26-23at MIN,54.1,1.2,55,5.0,2.5,0.0,-2.4,0.2,57.6,2011,REGULAR
17,K. Kolb,ARI,3,L13-10at SEA,54.0,-0.2,47,3.4,0.4,0.5,-1.3,1.1,48.3,2011,REGULAR
18,J. Campbell,OAK,3,W34-24vs. NYJ,53.5,0.5,35,3.0,0.9,0.4,-0.5,1.2,55.0,2011,REGULAR
19,T. Jackson,SEA,3,W13-10vs. ARI,52.1,0.5,42,3.8,0.2,1.8,-1.9,-0.1,54.0,2011,REGULAR
20,T. Romo,DAL,3,W18-16vs. WSH,44.2,0.2,42,3.5,2.8,0.0,-0.3,0.3,51.3,2011,REGULAR
21,M. Vick,PHI,3,L29-16vs. NYG,43.5,0.6,36,3.3,3.2,-0.5,-0.5,0.1,55.4,2011,REGULAR
22,A. Smith,SF,3,W13-8at CIN,41.1,-1.9,42,1.4,-0.5,0.0,-2.3,-0.4,34.3,2011,REGULAR
23,M. Ryan,ATL,3,L16-13at TB,35.2,-1.9,53,2.2,-1.5,0.9,-2.4,0.4,37.6,2011,REGULAR
24,C. Newton,CAR,3,W16-10vs. JAX,35.0,-1.4,44,1.8,1.9,-0.4,0.0,0.2,39.2,2011,REGULAR
25,K. Collins,IND,3,L23-20vs. PIT,33.3,-1.3,29,1.0,1.0,0.0,0.0,0.0,34.8,2011,REGULAR
26,M. Sanchez,NYJ,3,L34-24at OAK,32.4,-3.3,56,1.0,-0.8,-0.9,-1.9,0.7,30.4,2011,REGULAR
27,R. Grossman,WSH,3,L18-16at DAL,28.9,-2.7,41,0.5,-0.2,0.0,-0.8,0.0,28.3,2011,REGULAR
28,J. Cutler,CHI,3,L27-17vs. GB,26.8,-2.7,46,0.8,0.1,-0.2,-1.3,-0.4,30.4,2011,REGULAR
29,B. Gabbert,JAX,3,L16-10at CAR,20.1,-3.1,31,-0.6,-1.2,-1.5,-1.3,0.8,19.6,2011,REGULAR
30,A. Dalton,CIN,3,L13-8vs. SF,15.9,-4.6,38,-1.6,-2.2,0.0,-0.4,0.2,15.4,2011,REGULAR
1,A. Rodgers,GB,4,W49-23vs. DEN,96.8,12.3,50,12.3,9.0,2.1,-0.7,0.4,97.0,2011,REGULAR
2,K. Orton,KC,4,L49-23at GB,93.8,6.3,34,5.7,4.7,0.9,-0.2,0.0,93.1,2011,REGULAR
3,M. Hasselbeck,TEN,4,W31-13at CLE,93.4,3.6,21,4.1,3.9,0.3,0.0,0.0,92.0,2011,REGULAR
4,M. Ryan,ATL,4,W30-28at SEA,89.7,6.6,48,9.4,6.7,2.2,0.0,0.5,87.4,2011,REGULAR
5,E. Manning,NYG,4,W31-27at ARI,86.7,5.3,46,8.6,7.5,0.0,-0.7,0.4,83.8,2011,REGULAR
6,T. Brady,NE,4,W31-19at OAK,82.7,3.5,34,5.3,5.2,0.0,-0.1,0.0,81.4,2011,REGULAR
7,M. Vick,PHI,4,L24-23vs. SF,82.5,6.2,58,10.2,7.0,2.4,-0.7,0.0,81.9,2011,REGULAR
8,M. Schaub,HOU,4,W17-10vs. PIT,80.0,2.3,22,3.9,3.4,0.5,0.0,0.0,81.0,2011,REGULAR
9,P. Rivers,SD,4,W26-16vs. MIA,76.6,3.5,40,6.2,2.5,2.3,-0.9,0.5,77.7,2011,REGULAR
10,C. Newton,CAR,4,L34-29at CHI,76.5,3.5,56,7.0,5.3,1.7,0.0,0.0,70.7,2011,REGULAR
11,T. Jackson,SEA,4,L30-28vs. ATL,67.3,2.9,40,5.4,5.6,-0.1,0.0,-0.1,73.6,2011,REGULAR
12,M. Cassel,KC,4,W22-17vs. MIN,64.6,2.7,37,5.6,3.6,1.1,-1.1,-0.2,73.5,2011,REGULAR
13,A. Smith,SF,4,W24-23at PHI,59.2,0.1,37,2.7,1.6,0.0,-1.2,-0.1,51.1,2011,REGULAR
14,D. Brees,NO,4,W23-10at JAX,59.0,1.0,52,4.3,3.1,0.0,-1.2,-0.1,56.4,2011,REGULAR
15,T. Romo,DAL,4,L34-30vs. DET,58.1,1.7,50,4.5,3.8,0.0,-0.2,0.5,61.8,2011,REGULAR
16,D. McNabb,MIN,4,L22-17at KC,53.7,-0.9,36,1.9,2.7,-1.6,-1.2,-0.3,41.4,2011,REGULAR
17,B. Roethlisberger,PIT,4,L17-10at HOU,53.1,-0.7,40,2.2,-1.3,1.3,-2.2,-0.1,43.5,2011,REGULAR
18,M. Stafford,DET,4,W34-30at DAL,51.3,0.1,51,3.6,3.6,0.0,0.0,0.0,50.5,2011,REGULAR
19,J. Freeman,TB,4,W24-17vs. IND,47.7,1.2,52,5.2,2.7,2.6,-0.5,-0.6,57.8,2011,REGULAR
20,C. McCoy,CLE,4,L31-13vs. TEN,47.2,-0.1,70,3.1,2.2,0.1,-0.6,0.1,49.3,2011,REGULAR
21,J. Campbell,OAK,4,L31-19vs. NE,45.3,0.2,45,2.6,2.5,0.0,0.0,0.1,51.5,2011,REGULAR
22,M. Moore,MIA,4,L26-16at SD,43.1,0.3,30,2.2,0.4,0.0,-0.9,0.8,53.6,2011,REGULAR
23,R. Fitzpatrick,BUF,4,L23-20at CIN,36.3,-2.2,36,0.7,0.8,-0.6,-0.5,0.0,29.9,2011,REGULAR
24,C. Painter,IND,4,L24-17at TB,30.3,-2.0,39,1.0,-1.7,0.0,-1.9,0.9,32.4,2011,REGULAR
25,K. Kolb,ARI,4,L31-27vs. NYG,30.1,-1.3,43,2.1,0.7,-0.2,-1.8,-0.1,39.3,2011,REGULAR
26,A. Dalton,CIN,4,W23-20vs. BUF,21.9,-3.0,46,0.6,-1.1,0.7,-1.0,0.0,28.6,2011,REGULAR
27,J. Flacco,BAL,4,W34-17vs. NYJ,14.6,-4.3,36,-1.3,-2.4,0.0,-0.9,0.2,15.4,2011,REGULAR
28,J. Cutler,CHI,4,W34-29vs. CAR,11.4,-2.5,20,-0.9,-1.0,-0.5,-0.5,0.1,14.3,2011,REGULAR
29,B. Gabbert,JAX,4,L23-10vs. NO,10.0,-7.2,49,-2.7,-4.6,0.1,-1.4,0.3,11.1,2011,REGULAR
30,M. Sanchez,NYJ,4,L34-17at BAL,5.7,-10.8,45,-5.4,-4.3,-1.8,-0.6,0.1,3.3,2011,REGULAR
1,A. Smith,SF,5,W48-3vs. TB,90.7,4.5,24,3.6,3.1,0.0,0.0,0.5,93.4,2011,REGULAR
2,B. Roethlisberger,PIT,5,W38-17vs. TEN,88.3,5.4,37,5.3,4.8,0.0,-0.2,0.3,88.9,2011,REGULAR
3,M. Cassel,KC,5,W28-24at IND,85.5,4.7,35,6.8,5.1,0.7,-1.0,0.0,87.0,2011,REGULAR
4,D. Brees,NO,5,W30-27at CAR,84.9,6.0,50,9.7,8.8,0.0,-0.7,0.2,84.6,2011,REGULAR
5,C. Painter,IND,5,L28-24vs. KC,84.1,2.9,28,4.9,4.8,0.0,0.0,0.1,80.9,2011,REGULAR
6,M. Sanchez,NYJ,5,L30-21at NE,81.4,2.9,28,4.2,3.8,0.0,-0.6,-0.1,81.0,2011,REGULAR
7,A. Dalton,CIN,5,W30-20at JAX,79.2,3.1,36,6.0,5.1,0.0,-0.9,-0.1,77.4,2011,REGULAR
8,D. McNabb,MIN,5,W34-10vs. ARI,78.8,2.6,27,2.2,0.2,1.4,-0.1,0.5,79.6,2011,REGULAR
9,T. Brady,NE,5,W30-21vs. NYJ,75.4,3.7,44,6.9,4.2,0.0,-1.4,1.3,76.4,2011,REGULAR
9,R. Fitzpatrick,BUF,5,W31-24vs. PHI,75.4,2.3,31,3.9,2.7,0.4,-0.4,0.3,74.4,2011,REGULAR
11,A. Rodgers,GB,5,W25-14at ATL,73.4,3.3,45,6.6,4.6,0.0,-2.1,-0.1,73.9,2011,REGULAR
12,J. Cutler,CHI,5,L24-13at DET,71.4,3.1,55,6.0,4.7,0.0,-1.3,0.0,68.7,2011,REGULAR
13,P. Rivers,SD,5,W29-24at DEN,67.7,1.4,36,3.7,0.0,1.9,-1.9,0.0,63.3,2011,REGULAR
14,M. Stafford,DET,5,W24-13vs. CHI,62.9,1.0,30,3.2,2.6,-0.2,-0.8,0.1,61.6,2011,REGULAR
15,C. Newton,CAR,5,L30-27vs. NO,62.5,1.9,43,5.1,2.7,1.9,-0.5,-0.1,65.2,2011,REGULAR
16,C. Whitehurst,SEA,5,W36-25at NYG,56.6,0.6,23,2.5,1.3,0.0,-1.5,-0.3,59.9,2011,REGULAR
17,M. Vick,PHI,5,L31-24at BUF,56.3,1.1,46,4.1,2.1,2.2,0.0,-0.1,58.2,2011,REGULAR
18,M. Schaub,HOU,5,L25-20vs. OAK,54.3,1.5,57,5.8,3.9,0.0,-0.9,0.9,59.5,2011,REGULAR
19,J. Campbell,OAK,5,W25-20at HOU,42.2,-1.9,39,1.1,0.1,0.0,-1.0,0.0,33.2,2011,REGULAR
20,E. Manning,NYG,5,L36-25vs. SEA,35.6,-2.0,51,1.9,1.9,-1.6,-1.8,-0.2,36.7,2011,REGULAR
21,M. Hasselbeck,TEN,5,L38-17at PIT,30.7,-4.1,56,0.2,-1.6,0.4,-1.2,0.1,26.3,2011,REGULAR
22,B. Gabbert,JAX,5,L30-20vs. CIN,29.2,-2.2,35,0.5,0.4,-1.2,-1.4,0.0,28.9,2011,REGULAR
23,M. Ryan,ATL,5,L25-14vs. GB,27.0,-2.1,36,0.6,0.6,-0.4,-0.6,-0.1,30.4,2011,REGULAR
24,T. Jackson,SEA,5,W36-25at NYG,25.7,-2.1,32,0.4,-1.8,1.0,-1.7,-0.5,28.4,2011,REGULAR
25,J. Freeman,TB,5,L48-3at SF,20.3,-4.3,36,-0.9,-1.5,0.1,-0.4,0.0,15.6,2011,REGULAR
26,K. Kolb,ARI,5,L34-10at MIN,6.3,-9.2,51,-2.2,-3.3,0.0,-1.2,-0.1,7.1,2011,REGULAR
1,A. Rodgers,GB,6,W24-3vs. STL,92.7,6.4,35,5.2,4.2,0.7,-0.4,0.0,92.9,2011,REGULAR
2,E. Manning,NYG,6,W27-24vs. BUF,86.8,5.9,37,8.6,7.3,0.0,0.0,1.3,90.4,2011,REGULAR
3,J. Cutler,CHI,6,W39-10vs. MIN,86.7,5.5,34,4.8,4.7,0.0,-0.2,-0.1,90.8,2011,REGULAR
4,M. Vick,PHI,6,W20-13at WSH,85.3,4.9,40,6.3,3.6,2.4,-0.6,-0.3,85.1,2011,REGULAR
5,C. Newton,CAR,6,L31-17at ATL,84.3,5.3,44,7.4,1.5,5.1,-0.6,0.3,84.6,2011,REGULAR
6,M. Ryan,ATL,6,W31-17vs. CAR,78.9,3.2,29,5.4,2.5,0.6,-0.9,1.4,82.8,2011,REGULAR
7,J. Flacco,BAL,6,W29-14vs. HOU,77.4,3.2,40,6.3,5.2,0.2,-1.1,-0.3,75.4,2011,REGULAR
8,M. Sanchez,NYJ,6,W24-6vs. MIA,73.8,2.2,29,4.0,2.1,2.0,-0.2,-0.3,74.9,2011,REGULAR
9,C. Painter,IND,6,L27-17at CIN,73.4,2.1,41,5.0,2.9,1.2,-0.5,0.5,67.4,2011,REGULAR
10,A. Dalton,CIN,6,W27-17vs. IND,70.5,3.2,35,5.7,5.5,0.0,0.0,0.3,78.2,2011,REGULAR
11,M. Schaub,HOU,6,L29-14at BAL,68.6,0.6,46,3.8,2.1,-0.1,-1.7,0.1,54.8,2011,REGULAR
12,T. Romo,DAL,6,L20-16at NE,65.5,2.0,47,5.5,3.0,1.3,-1.3,-0.1,64.9,2011,REGULAR
13,D. Brees,NO,6,L26-20at TB,56.8,1.4,52,5.3,4.6,0.5,0.0,0.2,59.2,2011,REGULAR
14,D. McNabb,MIN,6,L39-10at CHI,55.9,-0.2,30,1.4,-0.2,0.0,-1.7,0.0,47.6,2011,REGULAR
15,R. Fitzpatrick,BUF,6,L27-24at NYG,54.7,0.9,39,3.9,0.7,0.5,-1.6,1.1,57.9,2011,REGULAR
